checkpoint,model_type,dataset,seed,activation,bn,aug,invariance
equivariant_mnist_rot_seed3_noaug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,3,normbn_relu,Normbn,False,0.1746072769165039
equivariant_mnist_rot_seed4_aug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,4,normbn_relu,Normbn,True,0.1476052701473236
equivariant_mnist_rot_seed4_noaug_normbn_relu_Normbn.ckpt,equivariant,mnist_rot,4,normbn_relu,Normbn,False,0.1799413412809372
equivariant_mnist_rot_seed0_aug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,0,normbn_sigmoid,Normbn,True,0.04926736652851105
equivariant_mnist_rot_seed0_noaug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,0,normbn_sigmoid,Normbn,False,0.04649278521537781
equivariant_mnist_rot_seed1_aug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,1,normbn_sigmoid,Normbn,True,0.042935989797115326
equivariant_mnist_rot_seed1_noaug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,1,normbn_sigmoid,Normbn,False,0.04617060720920563
equivariant_mnist_rot_seed2_aug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,2,normbn_sigmoid,Normbn,True,0.04085918515920639
equivariant_mnist_rot_seed2_noaug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,2,normbn_sigmoid,Normbn,False,0.0452326238155365
equivariant_mnist_rot_seed3_aug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,3,normbn_sigmoid,Normbn,True,0.047447942197322845
equivariant_mnist_rot_seed3_noaug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,3,normbn_sigmoid,Normbn,False,0.05493757128715515
equivariant_mnist_rot_seed4_aug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,4,normbn_sigmoid,Normbn,True,0.04520437866449356
equivariant_mnist_rot_seed4_noaug_normbn_sigmoid_Normbn.ckpt,equivariant,mnist_rot,4,normbn_sigmoid,Normbn,False,0.046981070190668106
equivariant_mnist_rot_seed0_aug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,0,normbnvec_elu,Normbn,True,0.20605000853538513
equivariant_mnist_rot_seed0_noaug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,0,normbnvec_elu,Normbn,False,0.20244857668876648
equivariant_mnist_rot_seed1_aug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,1,normbnvec_elu,Normbn,True,0.19548505544662476
equivariant_mnist_rot_seed1_noaug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,1,normbnvec_elu,Normbn,False,0.19823434948921204
equivariant_mnist_rot_seed2_aug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,2,normbnvec_elu,Normbn,True,0.19581098854541779
equivariant_mnist_rot_seed2_noaug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,2,normbnvec_elu,Normbn,False,0.1942097693681717
equivariant_mnist_rot_seed3_aug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,3,normbnvec_elu,Normbn,True,0.19332244992256165
equivariant_mnist_rot_seed3_noaug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,3,normbnvec_elu,Normbn,False,0.1930008828639984
equivariant_mnist_rot_seed4_aug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,4,normbnvec_elu,Normbn,True,0.19657421112060547
equivariant_mnist_rot_seed4_noaug_normbnvec_elu_Normbn.ckpt,equivariant,mnist_rot,4,normbnvec_elu,Normbn,False,0.1987076699733734
equivariant_mnist_rot_seed0_aug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,0,normbnvec_relu,Normbn,True,0.20023538172245026
equivariant_mnist_rot_seed0_noaug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,0,normbnvec_relu,Normbn,False,0.19239789247512817
equivariant_mnist_rot_seed1_aug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,1,normbnvec_relu,Normbn,True,0.19623267650604248
equivariant_mnist_rot_seed1_noaug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,1,normbnvec_relu,Normbn,False,0.18943437933921814
equivariant_mnist_rot_seed2_aug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,2,normbnvec_relu,Normbn,True,0.1825338900089264
equivariant_mnist_rot_seed2_noaug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,2,normbnvec_relu,Normbn,False,0.18735013902187347
equivariant_mnist_rot_seed3_aug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,3,normbnvec_relu,Normbn,True,0.1868078112602234
equivariant_mnist_rot_seed3_noaug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,3,normbnvec_relu,Normbn,False,0.1894698441028595
equivariant_mnist_rot_seed4_aug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,4,normbnvec_relu,Normbn,True,0.1958009898662567
equivariant_mnist_rot_seed4_noaug_normbnvec_relu_Normbn.ckpt,equivariant,mnist_rot,4,normbnvec_relu,Normbn,False,0.18578305840492249
equivariant_mnist_rot_seed0_aug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,0,normbnvec_sigmoid,Normbn,True,0.07015185058116913
equivariant_mnist_rot_seed0_noaug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,0,normbnvec_sigmoid,Normbn,False,0.08342787623405457
equivariant_mnist_rot_seed1_aug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,1,normbnvec_sigmoid,Normbn,True,0.07272923737764359
equivariant_mnist_rot_seed1_noaug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,1,normbnvec_sigmoid,Normbn,False,0.07871195673942566
equivariant_mnist_rot_seed2_aug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,2,normbnvec_sigmoid,Normbn,True,0.08025451004505157
equivariant_mnist_rot_seed2_noaug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,2,normbnvec_sigmoid,Normbn,False,0.07858036458492279
equivariant_mnist_rot_seed3_aug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,3,normbnvec_sigmoid,Normbn,True,0.07359949499368668
equivariant_mnist_rot_seed3_noaug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,3,normbnvec_sigmoid,Normbn,False,0.08228519558906555
equivariant_mnist_rot_seed4_aug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,4,normbnvec_sigmoid,Normbn,True,0.09813918173313141
equivariant_mnist_rot_seed4_noaug_normbnvec_sigmoid_Normbn.ckpt,equivariant,mnist_rot,4,normbnvec_sigmoid,Normbn,False,0.07682673633098602
